City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Rain in Inches (last 3 hours),Snow in Inches (last 3 hours)
463,Umzimvubu,PE,2020-05-10 20:48:38,-7.84,-79.15,75.72,63,66,9.1,broken clouds,0.0,0.0
464,Adrar,MR,2020-05-10 20:48:38,20.5,-10.07,89.73,12,49,9.4,scattered clouds,0.0,0.0
465,Sorvag,MR,2020-05-10 20:48:38,20.5,-10.07,89.73,12,49,9.4,scattered clouds,0.0,0.0
466,El Dorado,US,2020-05-10 20:48:39,33.21,-92.67,73.4,40,1,5.82,clear sky,0.0,0.0
467,Saint Anthony,US,2020-05-10 20:48:39,45.02,-93.22,48.2,45,90,13.87,overcast clouds,0.0,0.0
468,Cap Malheureux,MU,2020-05-10 20:48:39,-19.98,57.61,69.01,72,31,1.99,scattered clouds,0.0,0.0
469,Segou,ML,2020-05-10 20:48:39,13.43,-6.22,90.72,36,92,3.58,overcast clouds,0.0,0.0
470,Marsabit,KE,2020-05-10 20:48:39,2.33,37.99,65.64,91,55,18.1,light rain,0.0,0.0
471,Okhotsk,RU,2020-05-10 20:48:40,59.38,143.3,37.99,76,91,11.77,overcast clouds,0.0,0.0
472,Sangar,RU,2020-05-10 20:48:40,63.92,127.47,29.43,95,100,4.12,overcast clouds,0.0,0.0
473,Mar Del Plata,AR,2020-05-10 20:45:35,-38.0,-57.56,69.8,46,60,6.93,broken clouds,0.0,0.0
474,Eslamshahr,IR,2020-05-10 20:48:40,35.56,51.23,75.2,16,20,13.87,few clouds,0.0,0.0
475,Ipero,BR,2020-05-10 20:48:40,-23.35,-47.69,73.99,39,0,4.34,clear sky,0.0,0.0
476,Avera,US,2020-05-10 20:48:40,33.19,-82.53,75.2,33,1,4.7,clear sky,0.0,0.0
477,Mporokoso,ZM,2020-05-10 20:48:40,-9.37,30.12,60.26,86,73,7.9,broken clouds,0.0,0.0
478,Channel-Port Aux Basques,CA,2020-05-10 20:48:40,47.57,-59.14,32.99,92,68,31.52,broken clouds,0.0,0.0
479,Ketchikan,US,2020-05-10 20:48:40,55.34,-131.65,71.6,21,1,13.87,clear sky,0.0,0.0
480,Ryotsu,JP,2020-05-10 20:48:40,38.08,138.43,59.0,93,75,5.82,broken clouds,0.0,0.0
481,Rock Sound,BS,2020-05-10 20:48:40,24.9,-76.2,75.02,91,100,19.22,heavy intensity rain,0.0,0.0
482,Winkler,CA,2020-05-10 20:48:41,49.18,-97.94,48.2,34,20,24.16,few clouds,0.0,0.0
483,Floriano,BR,2020-05-10 20:48:41,-6.77,-43.02,77.92,76,100,4.0,overcast clouds,0.0,0.0
484,Zhireken,RU,2020-05-10 20:48:41,52.82,117.31,35.56,80,39,11.54,light snow,0.0,0.0
485,Seoul,KR,2020-05-10 20:46:10,37.57,126.98,57.2,100,40,2.24,mist,0.0,0.0
486,Saint Albans,GB,2020-05-10 20:48:41,51.75,-0.33,45.0,71,88,7.0,overcast clouds,0.0,0.0
487,Dicabisagan,PH,2020-05-10 20:48:42,17.08,122.42,78.51,80,13,3.22,few clouds,0.0,0.0
488,Trapani,IT,2020-05-10 20:48:42,37.83,12.67,68.0,77,20,16.11,few clouds,0.0,0.0
489,Mahenge,TZ,2020-05-10 20:48:42,-8.68,36.72,62.76,90,13,2.91,few clouds,0.0,0.0
490,Verkhoyansk,RU,2020-05-10 20:48:42,67.54,133.38,29.44,96,100,5.86,overcast clouds,0.0,0.0
491,Playa Del Carmen,MX,2020-05-10 20:48:42,20.63,-87.08,82.4,78,90,5.82,light rain,0.0,0.0
492,Totness,SR,2020-05-10 20:48:42,5.88,-56.32,79.48,87,4,11.56,light rain,0.0,0.0
493,Sao Filipe,CV,2020-05-10 20:48:42,14.9,-24.5,73.24,76,5,10.29,clear sky,0.0,0.0
494,Tucuma,BR,2020-05-10 20:48:42,-0.18,-50.05,79.65,87,50,6.44,scattered clouds,0.0,0.0
495,Springbok,ZA,2020-05-10 20:48:42,-29.66,17.89,65.08,30,0,5.06,clear sky,0.0,0.0
496,Bermeo,ES,2020-05-10 20:48:43,43.42,-2.72,60.01,87,75,11.41,broken clouds,0.0,0.0
497,Alunis,RO,2020-05-10 20:48:43,45.2,25.87,51.01,88,2,4.32,clear sky,0.0,0.0
498,Svetlogorsk,BY,2020-05-10 20:48:43,52.63,29.73,49.86,77,0,3.36,clear sky,0.0,0.0
499,Bayburt,TR,2020-05-10 20:48:43,40.26,40.23,34.68,86,0,0.36,clear sky,0.0,0.0
500,Cap-Aux-Meules,CA,2020-05-10 20:48:43,47.38,-61.86,37.4,69,75,25.28,broken clouds,0.0,0.0
501,Port Blair,IN,2020-05-10 20:48:43,11.67,92.75,83.95,72,100,1.79,overcast clouds,0.0,0.0
502,San Pedro,PH,2020-05-10 20:48:44,14.35,121.02,82.4,83,20,2.24,few clouds,0.0,0.0
503,Ust-Kuyga,RU,2020-05-10 20:48:44,70.02,135.6,25.47,97,100,7.11,overcast clouds,0.0,0.0
504,Qui Nhon,VN,2020-05-10 20:47:08,13.77,109.23,76.77,85,1,3.96,clear sky,0.0,0.0
